Feature
1,ENSG00000182050
2,ENSG00000261113
3,ENSG00000272078
4,ENSG00000121742
5,ENSG00000151835
6,ENSG00000196507
7,ENSG00000177627
8,ENSG00000146530
9,ENSG00000198729
10,ENSG00000264230
11,ENSG00000149506
12,ENSG00000064042
13,ENSG00000169255
14,ENSG00000151778
15,ENSG00000013016
16,ENSG00000147642
17,ENSG00000267778
18,ENSG00000267575
19,ENSG00000198331
20,ENSG00000185247
21,ENSG00000005249
22,ENSG00000171094
23,ENSG00000267414
24,ENSG00000183760
25,ENSG00000277758
26,ENSG00000178053
27,ENSG00000101489
28,ENSG00000233403
29,ENSG00000018408
30,ENSG00000228742
31,ENSG00000185245
32,ENSG00000164237
33,ENSG00000272861
34,ENSG00000043039
35,ENSG00000170577
36,ENSG00000267446
37,ENSG00000189369
38,ENSG00000105520
39,ENSG00000233851
40,ENSG00000263766
41,ENSG00000258137
42,ENSG00000212747
43,ENSG00000172159
44,ENSG00000226935
45,ENSG00000205364
46,ENSG00000140945
47,ENSG00000236795
48,ENSG00000132518
49,ENSG00000180660
50,ENSG00000260903
51,ENSG00000170571
52,ENSG00000198960
53,ENSG00000174740
54,ENSG00000261616
55,ENSG00000102781
56,ENSG00000027847
57,ENSG00000132329
58,ENSG00000164318
59,ENSG00000111783
60,ENSG00000270806
61,ENSG00000134198
62,ENSG00000268564
63,ENSG00000123685
64,ENSG00000196406
65,ENSG00000182586
66,ENSG00000267462
67,ENSG00000240694
68,ENSG00000173641
69,ENSG00000169605
70,ENSG00000013619
71,ENSG00000269289
72,ENSG00000254615
73,ENSG00000174899
74,ENSG00000223784
75,ENSG00000251138
76,ENSG00000177675
77,ENSG00000162639
78,ENSG00000174132
79,ENSG00000124721
80,ENSG00000213981
81,ENSG00000113083
82,ENSG00000205359
83,ENSG00000131969
84,ENSG00000256894
85,ENSG00000163283
86,ENSG00000260572
87,ENSG00000188921
88,ENSG00000175352
89,ENSG00000254560
90,ENSG00000169894
91,ENSG00000106852
92,ENSG00000269842
93,ENSG00000087085
94,ENSG00000132589
95,ENSG00000136193
96,ENSG00000127252
97,ENSG00000131459
98,ENSG00000254002
99,ENSG00000170088
100,ENSG00000134769
101,ENSG00000242715
102,ENSG00000269729
103,ENSG00000154553
104,ENSG00000168477
105,ENSG00000038382
106,ENSG00000129347
107,ENSG00000124104
108,ENSG00000134013
109,ENSG00000230159
110,ENSG00000186687
111,ENSG00000160221
112,ENSG00000155495
113,ENSG00000238266
114,ENSG00000135318
115,ENSG00000145335
116,ENSG00000204516
117,ENSG00000172935
118,ENSG00000126953
119,ENSG00000134259
120,ENSG00000248131
121,ENSG00000105649
122,ENSG00000265190
123,ENSG00000126878
124,ENSG00000224109
125,ENSG00000117280
126,ENSG00000151892
127,ENSG00000122863
128,ENSG00000204382
129,ENSG00000156475
130,ENSG00000274286
131,ENSG00000148204
132,ENSG00000183072
133,ENSG00000164932
134,ENSG00000148344
135,ENSG00000260328
136,ENSG00000072954
137,ENSG00000136732
138,ENSG00000196074
139,ENSG00000151364
140,ENSG00000180773
141,ENSG00000132561
142,ENSG00000165271
143,ENSG00000082497
144,ENSG00000175906
145,ENSG00000272043
146,ENSG00000180447
147,ENSG00000130717
148,ENSG00000026559
149,ENSG00000164038
150,ENSG00000171700
151,ENSG00000198892
152,ENSG00000227039
153,ENSG00000169291
154,ENSG00000162433
155,ENSG00000107371
156,ENSG00000123892
